tr|A0A0C5AQ67|A0A0C5AQ67_9BBAC	lcl|MH170055.1_prot_AXS01071.1_52	99.296	142	1	0	1	142	1	142	6.73e-103	283
tr|A0A346QVU1|A0A346QVU1_9BBAC	lcl|MH170055.1_prot_AXS01041.1_22	100.000	290	0	0	1	290	1	290	0.0	600
tr|A0A346QVS2|A0A346QVS2_9BBAC	lcl|MH170055.1_prot_AXS01022.1_2	100.000	203	0	0	1	203	1	203	2.14e-147	401
tr|A0A346QW66|A0A346QW66_9BBAC	lcl|MH170055.1_prot_AXS01166.1_147	100.000	135	0	0	1	135	1	135	7.21e-102	280
tr|A0A346QW65|A0A346QW65_9BBAC	lcl|MH170055.1_prot_AXS01165.1_146	100.000	77	0	0	1	77	1	77	2.17e-53	153
tr|A0A346QVU0|A0A346QVU0_9BBAC	lcl|MH170055.1_prot_AXS01040.1_21	100.000	432	0	0	1	432	1	432	0.0	888
tr|A0A346QVS7|A0A346QVS7_9BBAC	lcl|MH170055.1_prot_AXS01027.1_8	100.000	479	0	0	1	479	1	479	0.0	1002
tr|A0A346QVW4|A0A346QVW4_9BBAC	lcl|MH170055.1_prot_AXS01064.1_45	100.000	101	0	0	1	101	1	101	5.39e-72	202
tr|A0A346QW61|A0A346QW61_9BBAC	lcl|MH170055.1_prot_AXS01161.1_142	100.000	417	0	0	1	417	1	417	0.0	846
tr|A0A346QVW7|A0A346QVW7_9BBAC	lcl|MH170055.1_prot_AXS01067.1_48	100.000	320	0	0	1	320	1	320	0.0	655
tr|A0A346QVU3|A0A346QVU3_9BBAC	lcl|MH170055.1_prot_AXS01043.1_24	100.000	272	0	0	1	272	1	272	0.0	554
tr|A0A0C5AUS3|A0A0C5AUS3_9BBAC	lcl|MH170055.1_prot_AXS01021.1_3	100.000	287	0	0	1	287	1	287	0.0	590
tr|A0A346QVX1|A0A346QVX1_9BBAC	lcl|MH170055.1_prot_AXS01071.1_52	100.000	142	0	0	1	142	1	142	1.60e-103	285
tr|A0A0C5AUX0|A0A0C5AUX0_9BBAC	lcl|MH170055.1_prot_AXS01116.1_97	100.000	324	0	0	1	324	1	324	0.0	666
tr|A0A0C5ASF1|A0A0C5ASF1_9BBAC	lcl|MH170055.1_prot_AXS01105.1_85	100.000	260	0	0	1	260	1	260	0.0	541
tr|A0A0C5AQC1|A0A0C5AQC1_9BBAC	lcl|MH170055.1_prot_AXS01170.1_151	99.329	298	2	0	1	298	1	298	0.0	618
tr|A0A0C5ASE5|A0A0C5ASE5_9BBAC	lcl|MH170055.1_prot_AXS01094.1_75	98.765	162	2	0	1	162	1	162	5.71e-121	331
tr|A0A0C5AUV9|A0A0C5AUV9_9BBAC	lcl|MH170055.1_prot_AXS01095.1_76	98.742	159	2	0	1	159	1	159	1.49e-118	324
tr|A0A346QVZ5|A0A346QVZ5_9BBAC	lcl|MH170055.1_prot_AXS01095.1_76	100.000	159	0	0	1	159	1	159	7.89e-120	328
tr|A0A346QW70|A0A346QW70_9BBAC	lcl|MH170055.1_prot_AXS01170.1_151	100.000	298	0	0	1	298	1	298	0.0	623
tr|A0A3G1ST98|A0A3G1ST98_9BBAC	lcl|MH170055.1_prot_AXS01139.1_120	100.000	66	0	0	1	66	222	287	6.55e-44	140
tr|A0A0C5ASH6|A0A0C5ASH6_9BBAC	lcl|MH170055.1_prot_AXS01145.1_126	99.506	405	2	0	1	405	1	405	0.0	840
tr|A0A0C5AQ85|A0A0C5AQ85_9BBAC	lcl|MH170055.1_prot_AXS01114.1_95	77.102	559	74	6	1	537	1	527	0.0	855
tr|A0A0C5AQ87|A0A0C5AQ87_9BBAC	lcl|MH170055.1_prot_AXS01119.1_100	100.000	354	0	0	1	354	1	354	0.0	737
tr|A0A0C5AUV1|A0A0C5AUV1_9BBAC	lcl|MH170055.1_prot_AXS01079.1_60	95.676	717	15	4	1	717	1	701	0.0	1415
tr|A0A0C5B378|A0A0C5B378_9BBAC	lcl|MH170055.1_prot_AXS01134.1_115	99.843	637	1	0	1	637	1	637	0.0	1295
tr|A0A0C5AS21|A0A0C5AS21_9BBAC	lcl|MH170055.1_prot_AXS01052.1_33	99.265	136	1	0	1	136	1	136	1.62e-97	270
tr|A0A0C5B305|A0A0C5B305_9BBAC	lcl|MH170055.1_prot_AXS01048.1_29	100.000	111	0	0	1	111	1	111	4.75e-85	236
tr|A0A346QW45|A0A346QW45_9BBAC	lcl|MH170055.1_prot_AXS01145.1_126	100.000	405	0	0	1	405	1	405	0.0	843
tr|A0A346QW14|A0A346QW14_9BBAC	lcl|MH170055.1_prot_AXS01114.1_95	100.000	527	0	0	1	527	1	527	0.0	1104
tr|A0A0C5B2Z6|A0A0C5B2Z6_9BBAC	lcl|MH170055.1_prot_AXS01038.1_19	97.569	288	4	1	1	288	1	285	0.0	580
tr|A0A0C5AQ72|A0A0C5AQ72_9BBAC	lcl|MH170055.1_prot_AXS01082.1_63	99.625	267	1	0	1	267	1	267	0.0	548
tr|A0A0C5AQ54|A0A0C5AQ54_9BBAC	lcl|MH170055.1_prot_AXS01044.1_25	99.123	228	2	0	1	228	1	228	8.63e-170	459
tr|A0A346QW34|A0A346QW34_9BBAC	lcl|MH170055.1_prot_AXS01134.1_115	100.000	637	0	0	1	637	1	637	0.0	1298
tr|A0A346QVY2|A0A346QVY2_9BBAC	lcl|MH170055.1_prot_AXS01082.1_63	100.000	267	0	0	1	267	1	267	0.0	549
tr|A0A346QVT8|A0A346QVT8_9BBAC	lcl|MH170055.1_prot_AXS01038.1_19	100.000	285	0	0	1	285	1	285	0.0	591
tr|A0A346QVV2|A0A346QVV2_9BBAC	lcl|MH170055.1_prot_AXS01052.1_33	100.000	136	0	0	1	136	1	136	2.56e-98	271
tr|A0A346QVU4|A0A346QVU4_9BBAC	lcl|MH170055.1_prot_AXS01044.1_25	100.000	228	0	0	1	228	1	228	2.97e-171	463
tr|A0A0C5AS36|A0A0C5AS36_9BBAC	lcl|MH170055.1_prot_AXS01080.1_61	100.000	93	0	0	1	93	1	93	2.41e-69	195
tr|A0A0C5B335|A0A0C5B335_9BBAC	lcl|MH170055.1_prot_AXS01087.1_68	100.000	227	0	0	1	227	1	227	3.57e-173	468
tr|A0A0C5ASC1|A0A0C5ASC1_9BBAC	lcl|MH170055.1_prot_AXS01055.1_36	100.000	280	0	0	1	280	1	280	0.0	591
tr|A0A0C5AQ90|A0A0C5AQ90_9BBAC	lcl|MH170055.1_prot_AXS01124.1_106	98.895	181	0	1	1	179	1	181	4.53e-129	353
tr|A0A068FN21|A0A068FN21_9BBAC	lcl|MH170055.1_prot_AXS01024.1_5	100.000	73	0	0	1	73	1	73	5.51e-48	139
tr|A0A0C5AUV7|A0A0C5AUV7_9BBAC	lcl|MH170055.1_prot_AXS01090.1_71	99.580	238	1	0	1	238	1	238	0.0	501
tr|A0A0C5AUW2|A0A0C5AUW2_9BBAC	lcl|MH170055.1_prot_AXS01101.1_82	100.000	111	0	0	1	111	1	111	1.82e-79	222
tr|A0A0C5AQ57|A0A0C5AQ57_9BBAC	lcl|MH170055.1_prot_AXS01049.1_30	100.000	198	0	0	1	198	1	198	1.56e-153	416
tr|A0A0C5B319|A0A0C5B319_9BBAC	lcl|MH170055.1_prot_AXS01065.1_46	100.000	291	0	0	1	291	1	291	0.0	594
tr|A0A0C5AQ82|A0A0C5AQ82_9BBAC	lcl|MH170055.1_prot_AXS01108.1_89	100.000	219	0	0	1	219	1	219	2.33e-163	442
tr|A0A0C5ASF8|A0A0C5ASF8_9BBAC	lcl|MH170055.1_prot_AXS01115.1_96	99.320	441	3	0	1	441	1	441	0.0	899
tr|A0A0C5AS39|A0A0C5AS39_9BBAC	lcl|MH170055.1_prot_AXS01085.1_66	99.746	394	1	0	1	394	1	394	0.0	815
tr|A0A0C5AQ74|A0A0C5AQ74_9BBAC	lcl|MH170055.1_prot_AXS01088.1_69	99.432	176	1	0	1	176	1	176	5.90e-132	360
tr|A0A0C5AQ99|A0A0C5AQ99_9BBAC	lcl|MH170055.1_prot_AXS01139.1_120	99.816	543	1	0	1	543	1	543	0.0	1125
tr|A0A0C5AS77|A0A0C5AS77_9BBAC	lcl|MH170055.1_prot_AXS01142.1_123	100.000	66	0	0	1	66	1	66	4.78e-46	134
tr|A0A0C5ASE2|A0A0C5ASE2_9BBAC	lcl|MH170055.1_prot_AXS01089.1_70	97.714	175	2	1	1	175	1	173	1.79e-128	351
tr|A0A0C5ASC9|A0A0C5ASC9_9BBAC	lcl|MH170055.1_prot_AXS01067.1_48	97.812	320	4	1	1	317	1	320	0.0	636
tr|A0A0C5AUV4|A0A0C5AUV4_9BBAC	lcl|MH170055.1_prot_AXS01084.1_65	96.774	93	0	1	1	93	1	90	2.61e-60	172
tr|A0A346QVZ0|A0A346QVZ0_9BBAC	lcl|MH170055.1_prot_AXS01090.1_71	100.000	238	0	0	1	238	1	238	0.0	503
tr|A0A346QVY5|A0A346QVY5_9BBAC	lcl|MH170055.1_prot_AXS01085.1_66	100.000	394	0	0	1	394	1	394	0.0	817
tr|A0A346QW39|A0A346QW39_9BBAC	lcl|MH170055.1_prot_AXS01139.1_120	100.000	543	0	0	1	543	1	543	0.0	1125
tr|A0A068FMA8|A0A068FMA8_9BBAC	lcl|MH170055.1_prot_AXS01139.1_120	98.851	87	1	0	1	87	222	308	1.47e-58	180
tr|A0A068FN33|A0A068FN33_9BBAC	lcl|MH170055.1_prot_AXS01139.1_120	98.851	87	1	0	1	87	222	308	1.47e-58	180
tr|A0A346QVY8|A0A346QVY8_9BBAC	lcl|MH170055.1_prot_AXS01088.1_69	100.000	176	0	0	1	176	1	176	1.73e-132	361
tr|A0A346QW15|A0A346QW15_9BBAC	lcl|MH170055.1_prot_AXS01115.1_96	100.000	441	0	0	1	441	1	441	0.0	904
tr|Q3ZNX8|Q3ZNX8_9BBAC	lcl|MH170055.1_prot_AXS01139.1_120	100.000	89	0	0	1	89	220	308	7.82e-62	189
tr|A0A346QVZ8|A0A346QVZ8_9BBAC	lcl|MH170055.1_prot_AXS01098.1_79	100.000	93	0	0	1	93	1	93	2.22e-68	192
tr|A0A346QVY4|A0A346QVY4_9BBAC	lcl|MH170055.1_prot_AXS01084.1_65	100.000	90	0	0	1	90	1	90	1.31e-62	177
tr|A0A0C5AUU3|A0A0C5AUU3_9BBAC	lcl|MH170055.1_prot_AXS01062.1_43	100.000	82	0	0	1	82	1	82	4.05e-58	166
tr|A0A0C5B386|A0A0C5B386_9BBAC	lcl|MH170055.1_prot_AXS01138.1_119	99.308	289	2	0	1	289	1	289	0.0	597
tr|A0A0C5AQ81|A0A0C5AQ81_9BBAC	lcl|MH170055.1_prot_AXS01104.1_86	100.000	304	0	0	1	304	1	304	0.0	630
tr|A0A0C5AUT8|A0A0C5AUT8_9BBAC	lcl|MH170055.1_prot_AXS01051.1_32	100.000	91	0	0	1	91	1	91	3.29e-67	189
tr|A0A068FL50|A0A068FL50_9BBAC	lcl|MH170055.1_prot_AXS01032.1_13	99.556	225	1	0	1	225	1	225	3.65e-171	463
tr|A0A0C5AUU9|A0A0C5AUU9_9BBAC	lcl|MH170055.1_prot_AXS01074.1_55	98.810	252	3	0	1	252	1	252	0.0	517
tr|A0A0C5AS33|A0A0C5AS33_9BBAC	lcl|MH170055.1_prot_AXS01075.1_56	94.656	524	12	3	1	522	1	510	0.0	1014
tr|A0A0C5AUY7|A0A0C5AUY7_9BBAC	lcl|MH170055.1_prot_AXS01151.1_132	99.308	867	6	0	1	867	1	867	0.0	1781
tr|A0A0C5AS55|A0A0C5AS55_9BBAC	lcl|MH170055.1_prot_AXS01111.1_92	98.734	79	1	0	1	79	1	79	1.20e-55	159
tr|A0A068FMA5|A0A068FMA5_9BBAC	lcl|MH170055.1_prot_AXS01034.1_15	100.000	70	0	0	1	70	1	70	2.44e-48	140
tr|A0A068FPF5|A0A068FPF5_9BBAC	lcl|MH170055.1_prot_AXS01031.1_12	100.000	454	0	0	1	454	1	454	0.0	939
tr|A0A0C5ASB5|A0A0C5ASB5_9BBAC	lcl|MH170055.1_prot_AXS01045.1_26	100.000	193	0	0	1	193	1	193	3.73e-145	394
tr|A0A0C5AQ76|A0A0C5AQ76_9BBAC	lcl|MH170055.1_prot_AXS01093.1_74	100.000	228	0	0	1	228	1	228	1.23e-174	472
tr|A0A0C5AUW8|A0A0C5AUW8_9BBAC	lcl|MH170055.1_prot_AXS01110.1_90	100.000	158	0	0	1	158	1	158	4.63e-118	323
tr|A0A0C5B314|A0A0C5B314_9BBAC	lcl|MH170055.1_prot_AXS01060.1_41	100.000	227	0	0	1	227	1	227	1.02e-172	467
tr|A0A0C5AQ79|A0A0C5AQ79_9BBAC	lcl|MH170055.1_prot_AXS01099.1_81	100.000	372	0	0	1	372	1	372	0.0	769
tr|A0A068FN25|A0A068FN25_9BBAC	lcl|MH170055.1_prot_AXS01028.1_9	99.474	190	1	0	1	190	1	190	8.78e-145	393
tr|A0A0C5AQ62|A0A0C5AQ62_9BBAC	lcl|MH170055.1_prot_AXS01061.1_42	100.000	53	0	0	1	53	1	53	8.24e-35	105
tr|A0A0C5ASF4|A0A0C5ASF4_9BBAC	lcl|MH170055.1_prot_AXS01109.1_91	100.000	303	0	0	1	303	1	303	0.0	630
tr|A0A0C5AUU2|A0A0C5AUU2_9BBAC	lcl|MH170055.1_prot_AXS01057.1_38	100.000	380	0	0	1	380	1	380	0.0	790
tr|A0A0C5AUZ4|A0A0C5AUZ4_9BBAC	lcl|MH170055.1_prot_AXS01162.1_144	100.000	72	0	0	1	72	1	72	5.84e-49	142
tr|A0A0C5AQB4|A0A0C5AQB4_9BBAC	lcl|MH170055.1_prot_AXS01160.1_141	100.000	196	0	0	1	196	1	196	2.06e-150	408
tr|A0A0C5B343|A0A0C5B343_9BBAC	lcl|MH170055.1_prot_AXS01097.1_78	100.000	281	0	0	1	281	1	281	0.0	578
tr|A0A0C5ASH3|A0A0C5ASH3_9BBAC	lcl|MH170055.1_prot_AXS01140.1_121	100.000	170	0	0	1	170	1	170	7.84e-129	351
tr|A0A0C5AS52|A0A0C5AS52_9BBAC	lcl|MH170055.1_prot_AXS01107.1_87	100.000	157	0	0	1	157	1	157	4.88e-115	315
tr|A0A346QW38|A0A346QW38_9BBAC	lcl|MH170055.1_prot_AXS01138.1_119	100.000	289	0	0	1	289	1	289	0.0	601
tr|A0A0C5AUT6|A0A0C5AUT6_9BBAC	lcl|MH170055.1_prot_AXS01046.1_27	99.479	192	1	0	1	192	1	192	1.39e-145	395
tr|A0A0C5B3B2|A0A0C5B3B2_9BBAC	lcl|MH170055.1_prot_AXS01164.1_145	99.074	324	3	0	1	324	1	324	0.0	673
tr|A0A0C5ASC4|A0A0C5ASC4_9BBAC	lcl|MH170055.1_prot_AXS01063.1_44	100.000	351	0	0	64	414	1	351	0.0	728
tr|A0A0C5AS80|A0A0C5AS80_9BBAC	lcl|MH170055.1_prot_AXS01147.1_128	99.700	333	1	0	1	333	1	333	0.0	688
tr|A0A0C5AUZ0|A0A0C5AUZ0_9BBAC	lcl|MH170055.1_prot_AXS01157.1_138	99.533	857	4	0	1	857	1	857	0.0	1765
tr|A0A0C5B327|A0A0C5B327_9BBAC	lcl|MH170055.1_prot_AXS01076.1_57	99.471	189	1	0	1	189	1	189	1.21e-142	388
tr|A0A068FPF2|A0A068FPF2_9BBAC	lcl|MH170055.1_prot_AXS01026.1_6	100.000	189	0	0	1	189	1	189	1.98e-144	392
tr|A0A068FTC8|A0A068FTC8_9BBAC	lcl|MH170055.1_prot_AXS01025.1_7	100.000	84	0	0	1	84	1	84	1.51e-61	174
tr|A0A0C5ASB9|A0A0C5ASB9_9BBAC	lcl|MH170055.1_prot_AXS01050.1_31	100.000	107	0	0	1	107	1	107	8.14e-78	217
